ú	205	-7.713967323303223
ć	206	-7.717836856842041
bu	207	-7.718884468078613
▁N	208	-7.721601963043213
ת	209	-7.722001075744629
▁по	210	-7.722044467926025
ი	211	-7.725337028503418
ia	212	-7.72937536239624
▁ה	213	-7.7308125495910645
▁ال	214	-7.7333574295043945
ات	215	-7.733424663543701
α	216	-7.735856056213379
▁na	217	-7.736159801483154
न	218	-7.736983299255371
ся	219	-7.740857124328613
ó	220	-7.744663238525391
▁fa	221	-7.748104095458984
ла	222	-7.749121189117432
▁م	223	-7.750666618347168
но	224	-7.756078243255615
י	225	-7.758816242218018
▁re	226	-7.7611165046691895
lar	227	-7.7677788734436035
ю	228	-7.770766735076904
س	229	-7.77490234375
ի	230	-7.779038429260254
ч	231	-7.788417339324951
ol	232	-7.79164981842041
pe	233	-7.792481899261475
ê	234	-7.798293590545654
im	235	-7.801486492156982
ს	236	-7.804611682891846
ли	237	-7.8076910972595215
ă	238	-7.810795307159424
▁sa	239	-7.816202640533447
ը	240	-7.818180084228516
▁O	241	-7.823232650756836
ad	242	-7.824741840362549
ana	243	-7.8312201499938965
wi	244	-7.833249568939209
не	245	-7.833430290222168
ly	246	-7.838391304016113
om	247	-7.838860034942627
▁de	248	-7.838890075683594
▁pa	249	-7.839723110198975
fa	250	-7.840100288391113
ʻ	251	-7.843721866607666
mu	252	-7.84698486328125
sta	253	-7.8515801429748535
vo	254	-7.852428436279297
po	255	-7.854342460632324
ina	256	-7.854438304901123
ти	257	-7.855500221252441
ž	258	-7.856378078460693
ye	259	-7.8581132888793945
▁me	260	-7.858902931213379
്	261	-7.863026142120361
га	262	-7.870765209197998
ny	263	-7.871852397918701
der	264	-7.875730037689209
ر	265	-7.886518955230713
bo	266	-7.905694484710693
क	267	-7.905849456787109
ver	268	-7.908053874969482
ь	269	-7.909270286560059
ра	270	-7.912326335906982
ą	271	-7.919056415557861
ty	272	-7.92371940612793
ş	273	-7.932241439819336
ት	274	-7.933269500732422
▁su	275	-7.934144973754883
den	276	-7.936670780181885
ment	277	-7.937473297119141
ва	278	-7.937568187713623
fi	279	-7.937983512878418
ल	280	-7.939023017883301
▁H	281	-7.939663410186768
jo	282	-7.945069313049316
▁b	283	-7.946700096130371
nu	284	-7.948188304901123
े	285	-7.952874660491943
▁ge	286	-7.955946922302246
র	287	-7.961764812469482
ut	288	-7.9632954597473145
▁F	289	-7.965341091156006
ки	290	-7.971631050109863
ন	291	-7.972987174987793
▁h	292	-7.973394393920898
ा	293	-7.980912685394287
ik	294	-7.988999843597412
ी	295	-7.9928388595581055
▁za	296	-7.99965763092041
ን	297	-8.000523567199707
▁ver	298	-8.005573272705078
▁v	299	-8.006377220153809
ны	300	-8.007573127746582
▁mo	301	-8.011053085327148
र	302	-8.01476764678955
ü	303	-8.025390625
th	304	-8.027052879333496
ب	305	-8.02858829498291
ý	306	-8.029102325439453
▁G	307	-8.03355598449707
ል	308	-8.033589363098145
ის	309	-8.033670425415039
त	310	-8.034574508666992
▁ba	311	-8.044650077819824
ry	312	-8.046347618103027
▁U	313	-8.046892166137695
gen	314	-8.04698657989502
▁ت	315	-8.048952102661133
ita	316	-8.063122749328613
nie	317	-8.065773963928223
yo	318	-8.071952819824219
zo	319	-8.07243537902832
oj	320	-8.073328971862793
ം	321	-8.07583236694336
ہ	322	-8.08178997039795
▁k	323	-8.090851783752441
▁L	324	-8.09351921081543
ে	325	-8.094475746154785
ում	326	-8.095035552978516
ov	327	-8.102951049804688
▁so	328	-8.104026794433594
ada	329	-8.110824584960938
ç	330	-8.111573219299316
ов	331	-8.111607551574707
men	332	-8.112772941589355
то	333	-8.118218421936035
nt	334	-8.12098217010498
ε	335	-8.1225004196167
▁d	336	-8.128081321716309
έ	337	-8.129132270812988
ig	338	-8.129288673400879
hu	339	-8.129658699035645
▁ب	340	-8.129740715026855
ع	341	-8.13056468963623
lik	342	-8.132620811462402
те	343	-8.133160591125488
▁bi	344	-8.135259628295898
ck	345	-8.13552188873291
lan	346	-8.137542724609375
ní	347	-8.137577056884766
ות	348	-8.14149284362793
ę	349	-8.142578125
▁ne	350	-8.144742012023926
ot	351	-8.146812438964844
ang	352	-8.15423583984375
ine	353	-8.162142753601074
ма	354	-8.162245750427246
ය	355	-8.162336349487305
ο	356	-8.167468070983887
ом	357	-8.168079376220703
▁V	358	-8.17175579071045
ے	359	-8.171821594238281
nya	360	-8.174962997436523
ų	361	-8.175972938537598
▁ke	362	-8.176520347595215
ف	363	-8.176897048950195
à	364	-8.17854118347168
ите	365	-8.178694725036621
è	366	-8.181611061096191
pi	367	-8.184769630432129
▁ho	368	-8.186031341552734
ning	369	-8.191146850585938
ven	370	-8.19362735748291
मा	371	-8.193854331970215
ə	372	-8.195097923278809
ste	373	-8.1957426071167
ц	374	-8.196640968322754
▁per	375	-8.201571464538574
▁Re	376	-8.202733039855957
▁ka	377	-8.202930450439453
ು	378	-8.203301429748535
tion	379	-8.205297470092773
č	380	-8.20551586151123
ى	381	-8.2079439163208
ம்	382	-8.21072769165039
ен	383	-8.21357536315918
▁mu	384	-8.217300415039062
ë	385	-8.218417167663574
व	386	-8.222015380859375
б	387	-8.22221851348877
ud	388	-8.222745895385742
ն	389	-8.224766731262207
tra	390	-8.225740432739258
म	391	-8.228005409240723
▁pro	392	-8.23255729675293
ર	393	-8.233349800109863
han	394	-8.23631763458252
▁Ma	395	-8.237907409667969
ky	396	-8.238447189331055
स	397	-8.240294456481934
ج	398	-8.241016387939453
▁mi	399	-8.245612144470215
ele	400	-8.249360084533691
sh	401	-8.250194549560547
ం	402	-8.251570701599121
▁ber	403	-8.251973152160645
ite	404	-8.25412368774414
▁R	405	-8.254181861877441
ं	406	-8.254303932189941
ම	407	-8.256377220153809
▁do	408	-8.258777618408203
▁W	409	-8.261366844177246
ز	410	-8.263744354248047
cu	411	-8.268265724182129
▁con	412	-8.268899917602539
▁vi	413	-8.269729614257812
▁с	414	-8.271337509155273
nda	415	-8.274014472961426
sti	416	-8.277947425842285
от	417	-8.279788970947266
▁p	418	-8.280466079711914
ant	419	-8.280553817749023
î	420	-8.291817665100098
ان	421	-8.292098045349121
ો	422	-8.29240608215332
ન	423	-8.293556213378906
od	424	-8.297286033630371
ле	425	-8.298697471618652
ло	426	-8.302166938781738
ent	427	-8.305614471435547
nd	428	-8.306672096252441
ले	429	-8.310659408569336
ation	430	-8.315064430236816
▁f	431	-8.31597900390625
▁le	432	-8.318869590759277
을	433	-8.319074630737305
▁за	434	-8.324700355529785
▁pe	435	-8.329337120056152
ри	436	-8.33561897277832
▁Pa	437	-8.336453437805176
ми	438	-8.3368558883667
▁g	439	-8.337261199951172
ok	440	-8.339410781860352
ali	441	-8.340532302856445
ż	442	-8.344508171081543
ren	443	-8.346985816955566
ದ	444	-8.349138259887695
▁in	445	-8.351391792297363
ej	446	-8.352936744689941
ger	447	-8.357017517089844
ди	448	-8.357977867126465
tor	449	-8.360742568969727
ό	450	-8.36115550994873
ran	451	-8.362919807434082
tar	452	-8.363245010375977
ini	453	-8.366340637207031
ach	454	-8.369872093200684
ו	455	-8.373771667480469
▁Ba	456	-8.374749183654785
dan	457	-8.376574516296387
де	458	-8.37895679473877
▁si	459	-8.381768226623535
né	460	-8.382136344909668
ні	461	-8.3858003616333
ም	462	-8.386903762817383
ਰ	463	-8.388853073120117
ι	464	-8.389397621154785
res	465	-8.3967866897583
ат	466	-8.397114753723145
▁c	467	-8.397271156311035
ν	468	-8.397322654724121
다	469	-8.397343635559082
▁sp	470	-8.397440910339355
ку	471	-8.398086547851562
▁Se	472	-8.398576736450195
ere	473	-8.399553298950195
ар	474	-8.402021408081055
che	475	-8.404906272888184
ા	476	-8.407024383544922
▁на	477	-8.407820701599121
zu	478	-8.408036231994629
vu	479	-8.411307334899902
▁الم	480	-8.416810989379883
era	481	-8.417058944702148
▁to	482	-8.41763973236084
▁ob	483	-8.41942024230957
▁ב	484	-8.419795036315918
cha	485	-8.420242309570312
ll	486	-8.42036247253418
ව	487	-8.42362117767334
▁bo	488	-8.424721717834473
ī	489	-8.42507553100586
ем	490	-8.42564582824707
aj	491	-8.437479019165039
ك	492	-8.447317123413086
को	493	-8.44849967956543
ق	494	-8.45289421081543
ет	495	-8.453898429870605
ρ	496	-8.4542236328125
ler	497	-8.455042839050293
▁al	498	-8.455635070800781
ў	499	-8.456982612609863
▁ha	500	-8.458022117614746
پ	501	-8.458351135253906
dy	502	-8.458381652832031
▁pre	503	-8.462564468383789
이	504	-8.466318130493164
ज	505	-8.46643352508545
ক	506	-8.468138694763184
io	507	-8.469444274902344
ά	508	-8.470158576965332
σ	509	-8.470947265625
ть	510	-8.472323417663574
len	511	-8.472860336303711
▁Na	512	-8.473698616027832
υ	513	-8.474364280700684
▁Ka	514	-8.47445011138916
iti	515	-8.474994659423828
tan	516	-8.475232124328613
ि	517	-8.476064682006836
ou	518	-8.47614574432373
▁pi	519	-8.477598190307617
▁wa	520	-8.479545593261719
▁pu	521	-8.482657432556152
യ	522	-8.486931800842285
▁fi	523	-8.489068984985352
ା	524	-8.489726066589355
ado	525	-8.49412727355957
ira	526	-8.494475364685059
ць	527	-8.495905876159668
▁ko	528	-8.496280670166016
wo	529	-8.497056007385254
ன்	530	-8.497882843017578
ר	531	-8.498861312866211
प	532	-8.499032020568848
▁kon	533	-8.500161170959473
isi	534	-8.500375747680664
ung	535	-8.501030921936035
▁Sa	536	-8.502439498901367
či	537	-8.5025053024292
que	538	-8.505101203918457
▁op	539	-8.507650375366211
▁La	540	-8.50856876373291
▁no	541	-8.508956909179688
ic	542	-8.509472846984863
द	543	-8.515227317810059
ે	544	-8.515342712402344
ή	545	-8.518128395080566
▁Ha	546	-8.525029182434082
chi	547	-8.525055885314941
ର	548	-8.527249336242676
का	549	-8.52741813659668
ص	550	-8.528851509094238
న	551	-8.531332969665527
ban	552	-8.532185554504395
া	553	-8.534540176391602
sz	554	-8.534688949584961
▁va	555	-8.535174369812012
▁for	556	-8.535690307617188
ল	557	-8.536826133728027
ా	558	-8.539356231689453
ben	559	-8.539649963378906
ط	560	-8.540194511413574
are	561	-8.5418701171875
ں	562	-8.542543411254883
ט	563	-8.543702125549316
น	564	-8.544951438903809
▁ל	565	-8.5459566116333
▁Po	566	-8.54648208618164
▁De	567	-8.54716968536377
ко	568	-8.547809600830078
ers	569	-8.548206329345703
ě	570	-8.549951553344727
ча	571	-8.552212715148926
ड	572	-8.55465030670166
ah	573	-8.557600975036621
ስ	574	-8.557900428771973
ত	575	-8.558570861816406
ili	576	-8.559304237365723
iz	577	-8.560687065124512
лі	578	-8.561153411865234
ken	579	-8.563172340393066
▁Be	580	-8.563516616821289
ð	581	-8.564266204833984
го	582	-8.564555168151855
ের	583	-8.564671516418457
▁tu	584	-8.56643295288086
ber	585	-8.566840171813965
ల	586	-8.568008422851562
gan	587	-8.569768905639648
य	588	-8.574984550476074
les	589	-8.576200485229492
வ	590	-8.57637882232666
▁co	591	-8.582588195800781
▁Mo	592	-8.584725379943848
ata	593	-8.586381912231445
ৰ	594	-8.588150024414062
ť	595	-8.588532447814941
ро	596	-8.588696479797363
fe	597	-8.588912963867188
의	598	-8.589140892028809
au	599	-8.590150833129883
ff	600	-8.5912446975708
▁ta	601	-8.592659950256348
og	602	-8.5962495803833
ого	603	-8.596997261047363
ton	604	-8.597290992736816
ö	605	-8.598010063171387
ты	606	-8.59814167022705
خ	607	-8.599936485290527
ви	608	-8.600228309631348
து	609	-8.60164737701416
μ	610	-8.604263305664062
▁ki	611	-8.604676246643066
ag	612	-8.60645580291748
ु	613	-8.608494758605957
ಯ	614	-8.60867977142334
ата	615	-8.610793113708496
▁आ	616	-8.611047744750977
ling	617	-8.612632751464844
eg	618	-8.615822792053223
чи	619	-8.617213249206543
ib	620	-8.617985725402832
ı	621	-8.618748664855957
ә	622	-8.622379302978516
ਲ	623	-8.622759819030762
લ	624	-8.622956275939941
adh	625	-8.623334884643555
ው	626	-8.62553596496582
▁at	627	-8.626371383666992
▁bu	628	-8.630452156066895
λ	629	-8.631808280944824
ક	630	-8.633328437805176
tur	631	-8.633672714233398
▁pri	632	-8.634370803833008
min	633	-8.636313438415527
ab	634	-8.637810707092285
ль	635	-8.639229774475098
에	636	-8.64154052734375
ని	637	-8.641974449157715
ł	638	-8.643375396728516
ना	639	-8.64340877532959
ી	640	-8.64432144165039
κ	641	-8.644430160522461
ė	642	-8.645598411560059
mp	643	-8.649168968200684
ile	644	-8.649229049682617
ס	645	-8.650996208190918
ር	646	-8.6514310836792
mba	647	-8.653327941894531
ೆ	648	-8.654438018798828
ರ	649	-8.655104637145996
ama	650	-8.656063079833984
ụ	651	-8.656487464904785
ska	652	-8.656646728515625
▁Le	653	-8.657061576843262
ži	654	-8.658197402954102
▁С	655	-8.658281326293945
ಿ	656	-8.659228324890137
án	657	-8.664798736572266
land	658	-8.669072151184082
▁מ	659	-8.669361114501953
▁س	660	-8.670241355895996
yi	661	-8.671920776367188
ր	662	-8.671974182128906
ий	663	-8.675040245056152
ker	664	-8.67878532409668
ವ	665	-8.67977523803711
by	666	-8.68026065826416
▁z	667	-8.68281078338623
ും	668	-8.684072494506836
▁ter	669	-8.684450149536133
મ	670	-8.689250946044922
fu	671	-8.69067668914795
ు	672	-8.690860748291016
η	673	-8.69270133972168
N	674	-8.693321228027344
ो	675	-8.694414138793945
▁ا	676	-8.694988250732422
kin	677	-8.69547176361084
ħ	678	-8.697114944458008
න	679	-8.697790145874023
ò	680	-8.699421882629395
▁پ	681	-8.700156211853027
ې	682	-8.700879096984863
▁Vi	683	-8.700900077819824
ер	684	-8.700983047485352
տ	685	-8.701351165771484
ू	686	-8.701663970947266
ম	687	-8.703142166137695
ता	688	-8.704442977905273
▁An	689	-8.70528507232666
ez	690	-8.706583976745605
ster	691	-8.706833839416504
մ	692	-8.707369804382324
ै	693	-8.70807933807373
▁par	694	-8.709419250488281
త	695	-8.711030006408691
ක	696	-8.712164878845215
ên	697	-8.712635040283203
▁የ	698	-8.713105201721191
ور	699	-8.713623046875
val	700	-8.71364974975586
ول	701	-8.715436935424805
yn	702	-8.715805053710938
T	703	-8.717199325561523
্	704	-8.719544410705566
че	705	-8.72019100189209
▁iz	706	-8.721674919128418
им	707	-8.724750518798828
jen	708	-8.725656509399414
tel	709	-8.725666999816895
ъ	710	-8.727059364318848
▁ن	711	-8.727383613586426
▁du	712	-8.727413177490234
ийн	713	-8.728402137756348
ర	714	-8.728891372680664
ने	715	-8.72929859161377
ել	716	-8.730626106262207
inn	717	-8.732516288757324
ट	718	-8.732563972473145
ර	719	-8.732693672180176
γ	720	-8.733052253723145
ру	721	-8.7333345413208
ர	722	-8.738648414611816
ੇ	723	-8.738846778869629
он	724	-8.738954544067383
ند	725	-8.739652633666992
ē	726	-8.739909172058105
ί	727	-8.74051570892334
માં	728	-8.740938186645508
ende	729	-8.741117477416992
ק	730	-8.7418794631958
▁со	731	-8.743834495544434
rin	732	-8.74421501159668
ਾ	733	-8.745054244995117
ción	734	-8.745312690734863
▁при	735	-8.745576858520508
▁з	736	-8.74626350402832
വ	737	-8.74752140045166
lig	738	-8.748161315917969
ئ	739	-8.74920654296875
ия	740	-8.749309539794922
ima	741	-8.749619483947754
ան	742	-8.750129699707031
ist	743	-8.750286102294922
க	744	-8.750393867492676
ion	745	-8.750799179077148
ει	746	-8.750919342041016
mas	747	-8.753388404846191
ला	748	-8.754281997680664
ત	749	-8.755478858947754
ды	750	-8.756195068359375
ύ	751	-8.75743293762207
ל	752	-8.760489463806152
વા	753	-8.761377334594727
ị	754	-8.761584281921387
ан	755	-8.761653900146484
ական	756	-8.763023376464844
ට	757	-8.763620376586914
▁men	758	-8.763824462890625
ал	759	-8.765143394470215
ү	760	-8.76567268371582
ū	761	-8.767834663391113
ில்	762	-8.767930030822754
▁Z	763	-8.769566535949707
▁Ro	764	-8.770020484924316
▁vo	765	-8.770051956176758
▁he	766	-8.770981788635254
▁Al	767	-8.771696090698242
ба	768	-8.771997451782227
▁ca	769	-8.773112297058105
▁od	770	-8.773518562316895
ო	771	-8.775505065917969
▁da	772	-8.775525093078613
ting	773	-8.77569580078125
É	774	-8.777668952941895
ح	775	-8.77912425994873
▁про	776	-8.779182434082031
če	777	-8.780464172363281
ona	778	-8.780473709106445
ale	779	-8.78083610534668
sha	780	-8.781679153442383
▁в	781	-8.782205581665039
가	782	-8.784149169921875
లో	783	-8.785027503967285
▁tra	784	-8.786168098449707
ów	785	-8.786307334899902
▁hu	786	-8.788695335388184
▁fe	787	-8.789911270141602
shi	788	-8.791468620300293
ọ	789	-8.791717529296875
▁gu	790	-8.791834831237793
ня	791	-8.792526245117188
େ	792	-8.792891502380371
▁J	793	-8.793339729309082
yan	794	-8.794973373413086
ér	795	-8.796486854553223
כ	796	-8.799537658691406
их	797	-8.801228523254395
nia	798	-8.801578521728516
ske	799	-8.801713943481445
ال	800	-8.804045677185059
غ	801	-8.804091453552246
கள்	802	-8.80530071258545
per	803	-8.806102752685547
ő	804	-8.806147575378418
tal	805	-8.806702613830566
red	806	-8.807202339172363
ой	807	-8.808968544006348
ක්	808	-8.810436248779297
ке	809	-8.810491561889648
는	810	-8.813386917114258
를	811	-8.813562393188477
ض	812	-8.813977241516113
nde	813	-8.814682006835938
ida	814	-8.8149995803833
ල	815	-8.815591812133789
ര	816	-8.816903114318848
ಾ	817	-8.818227767944336
లు	818	-8.818921089172363
ھ	819	-8.819138526916504
és	820	-8.8193998336792
nye	821	-8.819483757019043
Ñ	822	-8.82001781463623
S	823	-8.82087230682373
ara	824	-8.823741912841797
ੀ	825	-8.824393272399902
თ	826	-8.827790260314941
ു	827	-8.828080177307129
▁w	828	-8.828205108642578
pu	829	-8.828226089477539
å	830	-8.829833030700684
्	831	-8.830031394958496
च	832	-8.830545425415039
ա	833	-8.83064079284668
ე	834	-8.831147193908691
asi	835	-8.833301544189453
ਨ	836	-8.834643363952637
ση	837	-8.835067749023438
ẹ	838	-8.836484909057617
var	839	-8.839350700378418
ей	840	-8.839479446411133
▁Di	841	-8.839517593383789
▁अ	842	-8.83959674835205
ත	843	-8.8399019241333
▁до	844	-8.84122371673584
ф	845	-8.84335994720459
▁Ne	846	-8.843671798706055
ି	847	-8.844611167907715
َ	848	-8.845540046691895
ვ	849	-8.845930099487305
▁Ra	850	-8.846283912658691
ల్	851	-8.846627235412598
ω	852	-8.846772193908691
▁li	853	-8.846883773803711
స్	854	-8.848426818847656
ാ	855	-8.8500337600708
ନ	856	-8.853425025939941
des	857	-8.853538513183594
▁tr	858	-8.854933738708496
ks	859	-8.857226371765137
▁அ	860	-8.857236862182617
ati	861	-8.857722282409668
let	862	-8.858332633972168
кі	863	-8.859278678894043
μα	864	-8.85999584197998
ב	865	-8.860299110412598
ী	866	-8.861475944519043
iya	867	-8.861855506896973
би	868	-8.862011909484863
ši	869	-8.863104820251465
ам	870	-8.86339282989502
ک	871	-8.864323616027832
æ	872	-8.866573333740234
son	873	-8.866859436035156
lla	874	-8.867644309997559
ін	875	-8.867876052856445
ari	876	-8.868157386779785
ों	877	-8.86839485168457
▁ro	878	-8.868399620056152
▁Da	879	-8.868855476379395
ো	880	-8.869071960449219
ap	881	-8.869402885437012
▁ch	882	-8.869586944580078
ለ	883	-8.871345520019531
са	884	-8.872593879699707
ski	885	-8.87792682647705
sto	886	-8.879379272460938
ก	887	-8.879464149475098
▁Ta	888	-8.88033676147461
▁Me	889	-8.880356788635254
си	890	-8.881543159484863
ار	891	-8.88215160369873
mer	892	-8.88232135772705
▁Co	893	-8.883116722106934
tik	894	-8.883749008178711
ு	895	-8.883960723876953
ి	896	-8.884575843811035
ala	897	-8.88653564453125
اء	898	-8.887575149536133
ndi	899	-8.889642715454102
ში	900	-8.889669418334961
▁ل	901	-8.89024543762207
rá	902	-8.890509605407715
ок	903	-8.890568733215332
▁In	904	-8.892342567443848
tha	905	-8.893178939819336
▁Ja	906	-8.895698547363281
ры	907	-8.895721435546875
ర్	908	-8.896347999572754
nta	909	-8.897608757019043
ων	910	-8.89816951751709
ରେ	911	-8.900107383728027
▁Bo	912	-8.900532722473145
ি	913	-8.900894165039062
M	914	-8.9013090133667
▁comp	915	-8.902487754821777
▁Do	916	-8.902554512023926
A	917	-8.902854919433594
ები	918	-8.904706001281738
ре	919	-8.907423973083496
nik	920	-8.907472610473633
ise	921	-8.907625198364258
ля	922	-8.908791542053223
ያ	923	-8.909347534179688
▁ra	924	-8.910964965820312
▁Ar	925	-8.913604736328125
во	926	-8.913907051086426
met	927	-8.914937019348145
ին	928	-8.91552734375
fo	929	-8.91688346862793
ika	930	-8.917107582092285
ના	931	-8.91751480102539
න්	932	-8.917685508728027
ів	933	-8.917820930480957
▁la	934	-8.919283866882324
دا	935	-8.9197998046875
ين	936	-8.92344856262207
の	937	-8.923493385314941
اب	938	-8.924478530883789
▁আ	939	-8.92458438873291
ু	940	-8.924859046936035
port	941	-8.924967765808105
ல்	942	-8.926807403564453
ών	943	-8.927642822265625
san	944	-8.927978515625
wer	945	-8.930238723754883
ମ	946	-8.931377410888672
ил	947	-8.93203067779541
ब	948	-8.93269157409668
▁ru	949	-8.932811737060547
ын	950	-8.934332847595215
nga	951	-8.934488296508789
ить	952	-8.934596061706543
ই	953	-8.936872482299805
hin	954	-8.937884330749512
ന്	955	-8.939035415649414
వ	956	-8.940051078796387
چ	957	-8.940067291259766
ше	958	-8.940282821655273
ብ	959	-8.94033432006836
ин	960	-8.940567970275879
ме	961	-8.941652297973633
cia	962	-8.94263744354248
უ	963	-8.942766189575195
dd	964	-8.94377613067627
wan	965	-8.945584297180176
Y	966	-8.947967529296875
გ	967	-8.948095321655273
▁Li	968	-8.949416160583496
▁О	969	-8.95017147064209
▁Mu	970	-8.95032787322998
기	971	-8.95044994354248
ಮ	972	-8.950572967529297
ಕ	973	-8.952919960021973
bar	974	-8.953682899475098
ih	975	-8.95490837097168
한	976	-8.955117225646973
ela	977	-8.955710411071777
ების	978	-8.957215309143066
2	979	-8.958666801452637
ô	980	-8.959815979003906
қ	981	-8.960400581359863
ст	982	-8.962640762329102
▁hi	983	-8.962669372558594
▁А	984	-8.963752746582031
ft	985	-8.964119911193848
uje	986	-8.964812278747559
ח	987	-8.9650297164917
